Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
NC568,10.63,No Sugar,0.129,Household,105.06,OUT001,1987,High,Tier 2,Supermarket Type1,3503.05
FD6993,11.81,Low Sugar,0.039,Meat,144.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3212.96
FD4271,13.28,Regular,0.141,Fruits and Vegetables,140.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,3452.88
FD8652,12.68,Low Sugar,0.064,Fruits and Vegetables,183.73,OUT003,1999,Medium,Tier 1,Departmental Store,4209.48
FD5723,13.79,Low Sugar,0.118,Dairy,125.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,3277.81
FD3197,11.92,Regular,0.021,Breads,120.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,2753.15
DR5332,10.72,Low Sugar,0.052,Soft Drinks,161.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3318.82
FD4876,9.52,Low Sugar,0.022,Baking Goods,154.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,2899.65
DR8743,13.2,Low Sugar,0.138,Soft Drinks,159.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,3838.27
FD5803,12.56,Low Sugar,0.062,Frozen Foods,160.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3713.65
FD4906,14.02,Low Sugar,0.128,Meat,195.0,OUT001,1987,High,Tier 2,Supermarket Type1,4743.07
FD373,9.79,Regular,0.039,Frozen Foods,154.24,OUT003,1999,Medium,Tier 1,Departmental Store,6351.25
FD6451,16.56,Low Sugar,0.106,Fruits and Vegetables,159.4,OUT001,1987,High,Tier 2,Supermarket Type1,4589.83
FD7792,12.97,Regular,0.131,Fruits and Vegetables,174.0,OUT001,1987,High,Tier 2,Supermarket Type1,4075.66
FD8122,14.45,Low Sugar,0.089,Meat,130.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3517.84
FD7268,11.45,Low Sugar,0.039,Meat,125.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,2738.39
FD2093,13.95,Regular,0.064,Breads,160.54,OUT001,1987,High,Tier 2,Supermarket Type1,4023.29
FD8198,13.21,Low Sugar,0.064,Snack Foods,118.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,2995.77
FD283,10.73,Low Sugar,0.014,Fruits and Vegetables,153.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3347.48
FD3001,10.63,Low Sugar,0.027,Dairy,121.9,OUT001,1987,High,Tier 2,Supermarket Type1,2483.01
FD3511,10.95,Low Sugar,0.066,Breakfast,171.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3572.03
FD8286,11.79,Low Sugar,0.144,Fruits and Vegetables,145.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3226.73
FD2474,12.61,Low Sugar,0.04,Baking Goods,169.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3910.0
FD4575,14.11,Low Sugar,0.029,Fruits and Vegetables,186.12,OUT001,1987,High,Tier 2,Supermarket Type1,4581.85
FD7556,12.8,Regular,0.017,Frozen Foods,160.56,OUT004,2009,Medium,Tier 2,Supermarket Type2,3763.63
FD7874,14.43,Low Sugar,0.012,Frozen Foods,147.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3871.21
FD735,6.95,Low Sugar,0.079,Canned,50.13,OUT002,1998,Small,Tier 3,Food Mart,180.86
FD8680,13.45,Low Sugar,0.115,Snack Foods,169.46,OUT001,1987,High,Tier 2,Supermarket Type1,4092.84
NC4762,12.11,No Sugar,0.014,Household,124.62,OUT004,2009,Medium,Tier 2,Supermarket Type2,2871.13
FD5619,14.45,Regular,0.021,Dairy,196.06,OUT001,1987,High,Tier 2,Supermarket Type1,4863.67
FD1078,6.78,Low Sugar,0.11,Dairy,125.21,OUT002,1998,Small,Tier 3,Food Mart,1679.7
FD56,12.59,Low Sugar,0.017,Breakfast,140.5,OUT003,1999,Medium,Tier 1,Departmental Store,6796.94
FD5764,17.36,Low Sugar,0.085,Canned,147.81,OUT001,1987,High,Tier 2,Supermarket Type1,4531.9
FD8265,15.83,Regular,0.122,Fruits and Vegetables,155.41,OUT003,1999,Medium,Tier 1,Departmental Store,4343.19
FD1437,13.51,Low Sugar,0.191,Fruits and Vegetables,142.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,3558.56
FD7404,12.15,Low Sugar,0.04,Meat,160.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3619.87
FD3916,10.04,Low Sugar,0.168,Snack Foods,111.63,OUT002,1998,Small,Tier 3,Food Mart,2139.18
FD5760,16.01,Low Sugar,0.105,Meat,148.16,OUT003,1999,Medium,Tier 1,Departmental Store,4235.57
NC8094,11.23,No Sugar,0.065,Health and Hygiene,175.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,3710.49
FD7728,10.66,Regular,0.039,Starchy Foods,108.82,OUT002,1998,Small,Tier 3,Food Mart,2221.45
FD7524,16.22,Low Sugar,0.019,Seafood,162.84,OUT001,1987,High,Tier 2,Supermarket Type1,4582.53
FD3771,17.79,Regular,0.119,Baking Goods,95.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3552.09
FD8610,11.12,Regular,0.061,Dairy,141.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,2989.82
FD5744,14.36,Low Sugar,0.024,Dairy,173.68,OUT003,1999,Medium,Tier 1,Departmental Store,4384.63
FD8207,13.45,Regular,0.057,Canned,141.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3520.81
FD5923,12.94,Regular,0.072,Canned,163.06,OUT004,2009,Medium,Tier 2,Supermarket Type2,3847.27
FD6538,13.53,Low Sugar,0.038,Meat,130.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3317.51
FD3430,11.62,Low Sugar,0.063,Snack Foods,146.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3216.61
FD4418,12.17,Low Sugar,0.053,Frozen Foods,120.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,2807.19
FD1410,15.43,Low Sugar,0.047,Frozen Foods,167.03,OUT003,1999,Medium,Tier 1,Departmental Store,4490.57
FD7839,16.54,Low Sugar,0.144,Dairy,171.43,OUT003,1999,Medium,Tier 1,Departmental Store,4830.02
DR5987,11.09,Regular,0.025,Soft Drinks,118.29,OUT004,2009,Medium,Tier 2,Supermarket Type2,2511.66
NC8597,13.26,No Sugar,0.01,Health and Hygiene,180.65,OUT003,1999,Medium,Tier 1,Departmental Store,4277.59
FD3973,11.71,Low Sugar,0.085,Dairy,151.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,3333.79
FD3424,11.67,Regular,0.12,Fruits and Vegetables,137.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3030.45
FD1554,14.91,Regular,0.037,Snack Foods,182.95,OUT001,1987,High,Tier 2,Supermarket Type1,4697.83
FD2674,11.31,Regular,0.067,Meat,208.21,OUT003,1999,Medium,Tier 1,Departmental Store,4402.55
DR1725,11.46,Low Sugar,0.11,Hard Drinks,129.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,2833.62
FD2251,11.99,Low Sugar,0.094,Fruits and Vegetables,125.16,OUT004,2009,Medium,Tier 2,Supermarket Type2,2856.48
FD6583,14.47,Regular,0.147,Fruits and Vegetables,138.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,3690.05
FD8335,14.15,Low Sugar,0.065,Fruits and Vegetables,216.16,OUT003,1999,Medium,Tier 1,Departmental Store,5205.29
NC7237,10.31,No Sugar,0.026,Health and Hygiene,117.43,OUT001,1987,High,Tier 2,Supermarket Type1,2318.15
FD2626,12.44,Low Sugar,0.061,Canned,137.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3202.79
FD830,16.18,Low Sugar,0.022,Frozen Foods,197.04,OUT003,1999,Medium,Tier 1,Departmental Store,5273.53
FD8445,13.05,Regular,0.014,Frozen Foods,169.41,OUT001,1987,High,Tier 2,Supermarket Type1,4001.06
FD5566,15.44,Regular,0.031,Breads,184.62,OUT001,1987,High,Tier 2,Supermarket Type1,4851.79
FD8171,17.05,Low Sugar,0.051,Fruits and Vegetables,175.44,OUT003,1999,Medium,Tier 1,Departmental Store,5028.95
FD4761,10.65,Low Sugar,0.251,Breads,144.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,2943.04
FD3596,14.53,Regular,0.14,Snack Foods,154.61,OUT001,1987,High,Tier 2,Supermarket Type1,4033.58
FD3149,17.21,Low Sugar,0.033,Fruits and Vegetables,199.57,OUT003,1999,Medium,Tier 1,Departmental Store,5558.43
FD7142,10.88,Low Sugar,0.063,Canned,143.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,2983.87
NC6778,9.62,No Sugar,0.154,Household,94.81,OUT002,1998,Small,Tier 3,Food Mart,1700.13
DR121,10.3,Low Sugar,0.037,Soft Drinks,154.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,2841.59
NC5659,12.77,No Sugar,0.021,Health and Hygiene,215.52,OUT001,1987,High,Tier 2,Supermarket Type1,4880.15
FD1013,12.14,Low Sugar,0.079,Meat,144.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3295.1
FD7559,6.64,Low Sugar,0.009,Baking Goods,129.24,OUT002,1998,Small,Tier 3,Food Mart,1731.05
FD1100,10.72,Regular,0.129,Dairy,106.39,OUT002,1998,Small,Tier 3,Food Mart,2185.42
FD2984,15.06,Low Sugar,0.12,Dairy,163.79,OUT003,1999,Medium,Tier 1,Departmental Store,4340.25
FD4873,14.0,Low Sugar,0.036,Fruits and Vegetables,117.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3158.39
FD8020,13.0,Regular,0.054,Fruits and Vegetables,166.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,3934.53
FD6906,12.85,Low Sugar,0.112,Snack Foods,154.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,3651.71
FD6803,13.58,Low Sugar,0.113,Starchy Foods,87.17,OUT001,1987,High,Tier 2,Supermarket Type1,2437.49
NC4753,13.71,No Sugar,0.031,Household,203.67,OUT001,1987,High,Tier 2,Supermarket Type1,4851.76
FD3509,13.68,Low Sugar,0.042,Frozen Foods,129.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,3322.1
FD1572,16.63,Regular,0.041,Frozen Foods,177.57,OUT003,1999,Medium,Tier 1,Departmental Store,4977.29
NC5369,10.86,No Sugar,0.151,Health and Hygiene,90.61,OUT002,1998,Small,Tier 3,Food Mart,1893.65
NC3769,11.48,No Sugar,0.025,Health and Hygiene,130.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,2840.88
FD6722,11.78,Low Sugar,0.023,Canned,171.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3753.94
FD351,13.29,Low Sugar,0.128,Fruits and Vegetables,192.34,OUT002,1998,Small,Tier 3,Food Mart,1120.76
FD611,13.76,Low Sugar,0.063,Dairy,143.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3620.77
FD133,14.66,Regular,0.015,Frozen Foods,189.89,OUT001,1987,High,Tier 2,Supermarket Type1,4924.75
NC438,10.4,No Sugar,0.076,Health and Hygiene,150.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3943.23
FD4160,11.28,Low Sugar,0.032,Snack Foods,159.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3396.59
FD8410,14.98,Low Sugar,0.098,Breads,133.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3704.74
FD2057,12.79,Low Sugar,0.036,Snack Foods,145.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3457.71
DR4116,8.26,Low Sugar,0.014,Soft Drinks,62.9,OUT002,1998,Small,Tier 3,Food Mart,738.97
FD6132,14.81,Low Sugar,0.122,Snack Foods,197.96,OUT001,1987,High,Tier 2,Supermarket Type1,4983.27
FD7165,14.19,Low Sugar,0.097,Dairy,174.24,OUT003,1999,Medium,Tier 1,Departmental Store,4357.23
FD6553,13.54,Regular,0.103,Frozen Foods,99.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,2675.79
FD4540,11.16,Low Sugar,0.129,Meat,97.84,OUT002,1998,Small,Tier 3,Food Mart,2110.05
NC5992,12.34,No Sugar,0.061,Household,159.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3645.03
FD2267,15.16,Regular,0.13,Meat,132.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,3731.74
FD877,8.06,Low Sugar,0.07,Canned,83.66,OUT002,1998,Small,Tier 3,Food Mart,1117.81
NC4835,10.39,No Sugar,0.012,Health and Hygiene,101.82,OUT002,1998,Small,Tier 3,Food Mart,2016.07
NC6422,10.86,No Sugar,0.07,Health and Hygiene,153.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3176.76
NC6557,13.02,No Sugar,0.09,Household,149.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3588.46
NC365,12.35,No Sugar,0.025,Health and Hygiene,151.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,5119.47
FD6092,15.99,Regular,0.089,Snack Foods,211.19,OUT003,1999,Medium,Tier 1,Departmental Store,5520.9
FD2394,14.31,Regular,0.031,Snack Foods,140.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3693.69
FD2150,12.91,Low Sugar,0.126,Baking Goods,101.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,2588.96
DR1881,12.8,Regular,0.068,Soft Drinks,164.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3839.36
FD6148,9.75,Regular,0.073,Frozen Foods,144.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,2751.86
FD3087,18.06,Low Sugar,0.057,Fruits and Vegetables,246.35,OUT003,1999,Medium,Tier 1,Departmental Store,6707.04
FD1509,7.94,Low Sugar,0.036,Frozen Foods,150.78,OUT001,1987,High,Tier 2,Supermarket Type1,2464.78
FD8494,9.96,Low Sugar,0.029,Snack Foods,147.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,2864.34
FD7652,12.73,Regular,0.137,Meat,130.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3142.91
FD8526,14.73,Low Sugar,0.121,Frozen Foods,177.1,OUT001,1987,High,Tier 2,Supermarket Type1,4537.87
NC1640,15.1,No Sugar,0.113,Others,201.12,OUT003,1999,Medium,Tier 1,Departmental Store,5112.84
FD7973,13.52,Low Sugar,0.036,Fruits and Vegetables,77.36,OUT002,1998,Small,Tier 3,Food Mart,2222.64
FD3977,15.97,Low Sugar,0.015,Snack Foods,155.56,OUT003,1999,Medium,Tier 1,Departmental Store,4376.99
FD7583,11.06,Regular,0.023,Fruits and Vegetables,124.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,2636.09
FD5884,12.91,reg,0.031,Canned,146.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3508.26
FD6950,12.81,Low Sugar,0.094,Snack Foods,118.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,2906.6
FD5275,10.16,Regular,0.141,Fruits and Vegetables,169.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3342.77
FD6441,11.48,Regular,0.146,Fruits and Vegetables,152.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3306.35
FD5687,12.01,Regular,0.077,Fruits and Vegetables,142.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3216.78
FD27,11.45,Regular,0.078,Dairy,127.67,OUT003,1999,Medium,Tier 1,Departmental Store,6725.47
FD8085,16.08,Regular,0.061,Baking Goods,218.76,OUT003,1999,Medium,Tier 1,Departmental Store,5694.99
NC6938,13.42,No Sugar,0.064,Household,136.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,3407.13
FD240,13.48,Low Sugar,0.066,Dairy,155.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,2703.72
FD2736,13.73,Low Sugar,0.064,Dairy,131.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3384.47
FD6121,12.78,Low Sugar,0.169,Snack Foods,152.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3589.82
FD4305,12.22,Regular,0.025,Fruits and Vegetables,167.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,3767.37
FD1998,11.72,Regular,0.054,Frozen Foods,121.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,2718.95
FD7609,11.26,Regular,0.055,Fruits and Vegetables,68.44,OUT002,1998,Small,Tier 3,Food Mart,1530.97
FD1893,14.95,Low Sugar,0.233,Canned,168.62,OUT003,1999,Medium,Tier 1,Departmental Store,4413.42
FD6975,14.99,Regular,0.034,Meat,188.32,OUT001,1987,High,Tier 2,Supermarket Type1,4826.06
FD6313,14.47,reg,0.024,Meat,191.08,OUT001,1987,High,Tier 2,Supermarket Type1,4764.56
FD7582,10.49,Low Sugar,0.016,Snack Foods,142.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,2868.18
NC2433,14.84,No Sugar,0.11,Household,167.73,OUT003,1999,Medium,Tier 1,Departmental Store,4371.59
DR1566,10.47,Low Sugar,0.125,Soft Drinks,139.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,2797.75
FD1837,12.96,Low Sugar,0.064,Fruits and Vegetables,189.35,OUT003,1999,Medium,Tier 1,Departmental Store,4388.07
NC6101,14.56,No Sugar,0.025,Household,134.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3628.13
DR5637,14.74,Low Sugar,0.204,Soft Drinks,168.07,OUT003,1999,Medium,Tier 1,Departmental Store,4355.54
NC3121,10.78,No Sugar,0.064,Household,66.05,OUT002,1998,Small,Tier 3,Food Mart,1373.88
DR3159,17.97,Low Sugar,0.049,Hard Drinks,204.44,OUT003,1999,Medium,Tier 1,Departmental Store,5830.62
FD3461,13.25,Regular,0.077,Canned,127.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3179.38
FD3286,15.07,Low Sugar,0.014,Fruits and Vegetables,176.85,OUT001,1987,High,Tier 2,Supermarket Type1,4610.46
FD7321,13.52,Regular,0.14,Dairy,139.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3486.32
FD2955,12.9,Low Sugar,0.079,Snack Foods,180.82,OUT003,1999,Medium,Tier 1,Departmental Store,4201.05
FD4149,14.65,Low Sugar,0.011,Frozen Foods,187.82,OUT001,1987,High,Tier 2,Supermarket Type1,4738.77
FD764,10.78,Low Sugar,0.178,Frozen Foods,86.3,OUT002,1998,Small,Tier 3,Food Mart,1787.79
FD138,12.24,Low Sugar,0.089,Meat,181.93,OUT001,1987,High,Tier 2,Supermarket Type1,2764.46
DR7304,11.62,Low Sugar,0.014,Hard Drinks,140.0,OUT004,2009,Medium,Tier 2,Supermarket Type2,3076.39
FD3832,12.59,Regular,0.034,Frozen Foods,135.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3198.57
FD2221,14.74,Regular,0.051,Fruits and Vegetables,166.51,OUT003,1999,Medium,Tier 1,Departmental Store,4322.85
FD3486,12.56,Regular,0.019,Canned,185.11,OUT003,1999,Medium,Tier 1,Departmental Store,4210.57
FD8152,11.09,Low Sugar,0.123,Snack Foods,80.12,OUT002,1998,Small,Tier 3,Food Mart,1730.86
FD1697,13.02,Regular,0.053,Frozen Foods,150.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,3605.57
NC8174,12.74,No Sugar,0.021,Health and Hygiene,173.87,OUT001,1987,High,Tier 2,Supermarket Type1,4023.1
FD2361,10.63,Regular,0.061,Snack Foods,120.25,OUT001,1987,High,Tier 2,Supermarket Type1,2447.73
DR724,13.67,Low Sugar,0.046,Soft Drinks,165.23,OUT001,1987,High,Tier 2,Supermarket Type1,4054.5
NC7089,10.65,No Sugar,0.039,Health and Hygiene,123.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,2509.09
NC954,12.11,No Sugar,0.038,Household,150.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3401.96
NC4132,9.67,No Sugar,0.082,Household,104.08,OUT002,1998,Small,Tier 3,Food Mart,1900.56
FD6174,16.16,Low Sugar,0.042,Frozen Foods,156.21,OUT003,1999,Medium,Tier 1,Departmental Store,4434.06
NC8475,12.63,No Sugar,0.038,Household,129.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,3087.3
FD3055,9.01,Regular,0.099,Fruits and Vegetables,53.86,OUT002,1998,Small,Tier 3,Food Mart,723.24
FD1388,10.74,Low Sugar,0.128,Canned,132.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,2716.76
NC3879,14.39,No Sugar,0.074,Household,83.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,2536.72
NC2308,14.86,No Sugar,0.162,Health and Hygiene,151.92,OUT001,1987,High,Tier 2,Supermarket Type1,4051.45
FD7443,9.55,Low Sugar,0.127,Dairy,121.5,OUT002,1998,Small,Tier 3,Food Mart,2228.55
FD907,10.78,Regular,0.031,Snack Foods,149.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3084.48
FD1084,11.81,Low Sugar,0.188,Fruits and Vegetables,109.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,2500.51
FD1167,10.27,Regular,0.031,Canned,141.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,2808.26
NC5579,12.66,No Sugar,0.058,Household,145.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3416.53
DR862,12.89,Low Sugar,0.059,Hard Drinks,148.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3547.69
FD599,11.57,Low Sugar,0.042,Frozen Foods,129.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3563.66
NC220,12.08,No Sugar,0.021,Household,121.54,OUT004,2009,Medium,Tier 2,Supermarket Type2,4782.44
FD5376,15.07,Low Sugar,0.089,Seafood,180.86,OUT001,1987,High,Tier 2,Supermarket Type1,4692.82
FD703,13.68,Low Sugar,0.137,Baking Goods,97.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,2667.17
FD814,12.05,Low Sugar,0.042,Fruits and Vegetables,124.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2851.87
FD2757,13.98,Regular,0.27,Dairy,121.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3228.85
FD7808,14.05,Low Sugar,0.026,Frozen Foods,148.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3796.94
FD4680,11.04,Low Sugar,0.121,Fruits and Vegetables,142.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3003.75
FD1175,16.32,Low Sugar,0.033,Snack Foods,173.95,OUT001,1987,High,Tier 2,Supermarket Type1,4833.88
FD1384,10.81,Regular,0.027,Frozen Foods,166.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,3441.73
NC7910,9.79,No Sugar,0.088,Household,176.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3412.52
FD2506,11.35,Low Sugar,0.016,Fruits and Vegetables,171.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,3656.26
FD5038,17.24,Low Sugar,0.091,Snack Foods,104.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,3610.59
FD8120,13.95,Regular,0.046,Frozen Foods,145.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3713.12
FD7830,13.36,Low Sugar,0.053,Baking Goods,122.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,3119.98
FD5504,14.53,Low Sugar,0.171,Frozen Foods,148.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3908.32
NC5462,10.76,No Sugar,0.074,Household,121.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,2508.09
FD6045,12.18,Low Sugar,0.027,Frozen Foods,161.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,3643.45
FD8114,11.36,Low Sugar,0.039,Meat,138.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,2989.5
NC8276,10.82,No Sugar,0.034,Household,117.35,OUT001,1987,High,Tier 2,Supermarket Type1,2431.89
NC466,12.56,No Sugar,0.042,Household,141.34,OUT004,2009,Medium,Tier 2,Supermarket Type2,4922.38
FD1864,13.54,Regular,0.12,Meat,151.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3743.51
FD2534,8.28,Low Sugar,0.032,Dairy,119.61,OUT002,1998,Small,Tier 3,Food Mart,1903.39
FD6754,14.85,Regular,0.013,Snack Foods,195.45,OUT001,1987,High,Tier 2,Supermarket Type1,4939.56
FD989,14.45,Low Sugar,0.041,Meat,123.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3381.08
FD3497,11.52,Low Sugar,0.085,Baking Goods,122.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,2705.03
DR5928,16.59,Low Sugar,0.053,Soft Drinks,206.71,OUT003,1999,Medium,Tier 1,Departmental Store,5563.65
NC5631,11.81,No Sugar,0.104,Household,150.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,3332.07
FD1657,14.74,Low Sugar,0.098,Baking Goods,131.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,3599.97
FD4920,11.14,Low Sugar,0.076,Starchy Foods,102.47,OUT002,1998,Small,Tier 3,Food Mart,2200.65
FD1102,13.52,Low Sugar,0.066,Meat,167.92,OUT001,1987,High,Tier 2,Supermarket Type1,4076.94
FD7088,14.31,Low Sugar,0.161,Fruits and Vegetables,110.16,OUT004,2009,Medium,Tier 2,Supermarket Type2,3073.8
FD7227,12.4,Low Sugar,0.021,Baking Goods,114.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,2727.71
FD5079,14.52,Low Sugar,0.044,Fruits and Vegetables,171.66,OUT003,1999,Medium,Tier 1,Departmental Store,4379.86
FD4258,12.97,Low Sugar,0.05,Snack Foods,141.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,3413.36
FD782,15.09,Regular,0.133,Snack Foods,185.61,OUT001,1987,High,Tier 2,Supermarket Type1,4794.28
FD7479,13.1,Low Sugar,0.16,Snack Foods,139.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,3399.29
FD2289,15.53,Low Sugar,0.024,Baking Goods,184.27,OUT001,1987,High,Tier 2,Supermarket Type1,4866.29
NC3038,10.87,No Sugar,0.058,Health and Hygiene,140.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,2924.92
FD603,14.28,Low Sugar,0.01,Frozen Foods,153.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,3950.0
DR139,9.5,Regular,0.035,Hard Drinks,181.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3604.83
FD4884,9.92,Regular,0.033,Canned,129.55,OUT001,1987,High,Tier 2,Supermarket Type1,2477.23
FD1098,15.6,Low Sugar,0.02,Breads,171.47,OUT001,1987,High,Tier 2,Supermarket Type1,4618.49
FD8141,14.09,Low Sugar,0.046,Meat,150.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3840.71
FD8581,13.21,Low Sugar,0.057,Dairy,177.62,OUT003,1999,Medium,Tier 1,Departmental Store,4206.09
NC213,13.41,No Sugar,0.015,Household,132.67,OUT002,1998,Small,Tier 3,Food Mart,1000.39
FD8607,11.53,Low Sugar,0.056,Fruits and Vegetables,126.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,2787.29
DR4382,19.14,Low Sugar,0.103,Hard Drinks,216.81,OUT003,1999,Medium,Tier 1,Departmental Store,6347.57
FD241,13.23,Low Sugar,0.072,Baking Goods,131.62,OUT004,2009,Medium,Tier 2,Supermarket Type2,2986.38
FD7967,13.1,Low Sugar,0.039,Canned,123.62,OUT004,2009,Medium,Tier 2,Supermarket Type2,3075.52
FD4912,11.46,Low Sugar,0.03,Fruits and Vegetables,154.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3331.33
NC1667,12.31,No Sugar,0.129,Household,105.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,2536.09
